store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude	Wheelchair-YES	Audio-YES
641	EspaÐa Grand	"EspaÐa cor., Tolentino cor., Eloisa, Metro Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.6079	120.988		
643	EDSA Grand	EDSA cor Corregidor St Bago Bantay QC	5462701	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6571	121.024		
644	Citrus	Brgy Minuyan San Jose Del Monte Bulacan	922	REGION III (Central Luzon)	BULACAN	CITY OF SAN JOSE DEL MONTE	14.8122	121.046		
645	MCU 3	EDSA Cor Serrano Ave Caloocan City	2637381	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6566	120.988		
646	Pulilan (Castillo)	"National Rd., Brgy., Pobalcion, Pulilan Bulacan"	923	REGION III (Central Luzon)	BULACAN	PULILAN	14.9003	120.85		
648	Guada 4	", P. Burgos St., Guadalupe, Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5654	121.047		
649	St. Francis Tower	"St. Francis Drive, Ortigas Center, Pasig City"	2637388	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5798	121.057		
650	Sienna del Monte	"Barangay Manresa, SFDM, Quezon City"	4138095	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6381	121.006		
652	Lagro	"Lagro Subd., Novaliches, Quezon City"	4176874	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7352	121.07		
653	Bacoor 2	"141 Evangelista St., Daang Bukid, Bacoor, Cavite"		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4579	120.937		
654	Paniqui 2 (Tiansing Property)	MH Del Pilar Paniqui Tarlac	922	REGION III (Central Luzon)	TARLAC	PANIQUI	15.6683	120.577		
656	Marquinton Cordova Tower	"Marquinton Cordova Tower, Marikina City"	2637394	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.6353	121.101		
657	G. Tuazon 2	"1850 G. Tuazon St., Sampaloc, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6033	120.996		
658	LRT2 Santolan	"Lot2 c5-A, Santolan, Pasig City"	933	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.6218	121.087		
659	Lung Center	Lung Center of the Phil Quezon Ave Quezon City	3764406	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6477	121.046		
660	Scout Tobias	26 Timog Avenue Sct Tobias St Bgy Laging Handa QC	4820914	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6362	121.031		
661	Tarlac Crossing	"Poblacion 2, Tarlac City"	921	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4899	120.596		
662	Lingayen 2	"Artancho and Alvear Sts., Lingayen, Pangasinan"	922	REGION I (Ilocos Region)	PANGASINAN	LINGAYEN (Capital)	16.0286	120.228		
663	Moriones (King Palace)	577 Moriones St.Tondo Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	TONDO I / II	14.6101	120.968		
664	Tejeron (Esway Residence)	Tejeron St Sta. Ana Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SANTA ANA	14.578	121.01		
665	A.Mabini (Guerrero Apartment)	A.Mabini St. Malate Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5696	120.984		
668	V. Santos	"16 V. Santos, Sto. NiËo, Marikina City"	9415607	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.6406	121.101		
669	City Oil	City Oil	923	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7059	121.073		
670	Mercedes (One Evergreen)	"Evergreen 101, San Miguel Pasig City"	918	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5665	121.062		
672	Bauan 2	Manghinao Proper Bauan Batangas		REGION IV-A (CALABARZON)	BATANGAS	BAUAN	14.2727	121.455		
673	Burke Quintin Paredes	Quintin Paredes Binondo Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	BINONDO	14.5997	120.975		
674	Zapanta	Santa Rita St. Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5597	121.044		
675	Patts	"Dr. A. Santos Ave., San Isidro, ParaËaque City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.4726	121.005		
676	Rivercity (Lui Bldg.)	Carreon St. Sta. Ana Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SANTA ANA	14.5821	121.007		
677	Tugatog	M..H del Pilar Rd Puresa St Tugatog Malabon City	4751074	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF MALABON	14.6616	120.97		
679	NAIA Terminal 3	4th Level Southwing Terminal 3 Pasay City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5192	121.013		
680	Taytay 3 (Muzon)	Manila East Rd  Brgy Muzon Taytay Rizal	2455467	REGION IV-A (CALABARZON)	RIZAL	TANAY	14.5437	121.144		
681	DENR Bldg.	1515 Roxas Blvd Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5738	120.981		
682	Lucao (Dagupan City)	National Road Dagupan City Pangasinan	932	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0512	120.334		
684	Escoda (Site Building)	Leon Guinto St corner Escoda St Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.574	120.99		
685	Friendship Hi-Way (Moon Tae Park)	Friendship H-Way Brgy. Anunas Angeles City	4250105	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1597	120.556		
686	Lubao Pampanga	JP Rizal St Sta Cruz Lubao Pampanga	922	REGION III (Central Luzon)	PAMPANGA	LUBAO	14.912	120.565		
687	Taytay 4 (Taytay Doctors)	JP Rizal Avenue Taytay Rizal	933	REGION IV-A (CALABARZON)	RIZAL	TANAY	14.996	121.309		
688	Cabanas Mall	McArthur H-Way Brgy. Longos City of Malolos	7687404	REGION III (Central Luzon)	BULACAN	CITY OF MALOLOS (Capital)	14.8755	120.783		
689	Burnham Park (Clemente Commercial Center)	Shanum St. Burnham Park Baguio City	4245753	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4111	120.592		
690	Net Cube	Net Cube Center Bonifacio Global City Taguig		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5532	121.046		
692	Attivo SF	"Gapan Olongapo Road, San Fernando,Pampanga"	9637724	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0445	120.688		
696	Betterliving 4  (Caltex Dona)	"Better Living Subdivision, Paranaque City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.4836	121.033		
697	Bayambang	"Royal Mall, Bayambang Pangasinan"	932	REGION I (Ilocos Region)	PANGASINAN	BAYAMBANG	15.8099	120.457		
698	4th Avenue (Enriquez Property)	"Grace Park, Caloocan City"	4427251	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6434	120.98		
699	Dagupan 5 (St. John Cathedral)	"Dagupan City, Pangasinan"	933	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0414	120.333		
701	Sanrise	"2164 M. H. Del Pilar St., Malate, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5638	120.987		
702	Naga I	"Grand Imperial Plaza, Naga City"		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.623	123.184		
704	Mindanao Ave	"Mindanao Avenue Talipapa, Novaliches, Quezon City"	3325216	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6918	121.027		
705	CWC	"Cadlan Municipality of Pili, Camarines Sur"		REGION V (Bicol Region)	CAMARINES SUR	PILI (Capital)	13.5967	123.257		
706	Aria	"Real cor. Aria Sts., Las Pinas City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF LAS PIãAS	14.4475	121.033		
707	Concepcion Uno	Bayan Bayanan Avenue Bgy Concepcion Marikina City	5849615	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	15.0906	121.188		
708	Northwalk Clark	"1601 E. Rodriguez St., Cubao, Quezon City"	942	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	15.1854	120.539		
709	Caltex  Balibago	Caltex Balibago		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2889	121.095		
710	Tejero	"A. Soriano Highway, Tejero, Gen. Trias, Cavite"		REGION IV-A (CALABARZON)	CAVITE	GENERAL TRIAS	14.3719	120.826		
711	Tanauan 2	Tanauan 2		REGION IV-A (CALABARZON)	BATANGAS	CITY OF TANAUAN	14.0672	121.157		
713	Suburbia	Suburbia	8610210	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0962	120.625		
714	Systems Plus Angeles	"Angeles City, Pampanga"	933	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1587	120.592		
715	One Archers Place	"One Archers Place Taft Avenue, Malate, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5668	120.993		
716	Tumana Marikina	"Farmers Ave cor JP Rizal St., Concepcion, Marikina"	933	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	15.1034	121.008		
717	Malasique	Malasique	933	REGION I (Ilocos Region)	PANGASINAN	MALASIQUI	15.9768	120.378		
718	Towerville	"Brgy Minuyan Proper, San Jose, del Monte, Bulacan"	9277596	REGION III (Central Luzon)	BULACAN	CITY OF SAN JOSE DEL MONTE	14.7898	121.074		
719	Deparo1	"Deparo Road cor T Samson Ave., North Caloocan City"	3434482	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.7476	121.021		
721	San Mateo	103 Gen Luna Ave Gitnang Daan I San Mateo Rizal	6613873	REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	14.7081	121.118		
723	Angono 2	Manila East Road cor Guido Street Angono Rizal	933	REGION IV-A (CALABARZON)	RIZAL	ANGONO	14.8907	121.276		
725	Bagong Ilog	E Rodriguez Ave cor Sta Rosa St Bagong Ilog Pasig	2340204	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5665	121.07		
726	Paliparan	"Mabuhay City, Paliparan, Dasmarinas, Cavite"		REGION IV-A (CALABARZON)	CAVITE	DASMARIãAS	14.3199	120.995		
727	Agoo	"16 Mac Arthur Highway, Agoo, La Union"	932	REGION I (Ilocos Region)	LA UNION	AGOO	16.3248	120.367		
728	University of Baguio (PSD Pharmacy)	"FB building Assumption Road, Baguio City"	4422003	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4156	120.598		
729	Anabu Kostal	"Aguinaldo Highway, Anabu II, Imus, Cavite"		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.3723	120.933		
730	Washington	"Washington St. Nrgy. Pio del Pilar, Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5581	121.01		
731	Southwoods Exit	"Rosario Complex, San Vicente, San Pedro, Laguna"		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.3377	121.048		
732	Bauang Lu	"Central East, Bauang, La Union"	923	REGION I (Ilocos Region)	LA UNION	BAUANG	16.5316	120.332		
733	Forest Hill	"Forest Hills Subdivision, Novaliches, Quezon City"	9212757	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7162	121.041		
734	Sumulong Highway	"KM 23, Sumulong Highway, Brgy. Sta. Cruz, Antipolo"	5846095	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	15.0248	121.26		
735	West Rembo	"Lot 1 Blk 76 Brgy West Rembo, Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5632	121.059		
738	Sumulong Highway 2	"Sumulong Highway cor B. Solivan Ave, Antipolo City"	4914982	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	15.0383	121.171		
741	Earnshaw	J Figueras St cor Palmera St Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6028	120.992		
743	Pulong Buhangin	Brgy Pulong Buhangin Sta Maria Bulacan	932	REGION III (Central Luzon)	BULACAN	SANTA MARIA	14.8714	121.002		
745	Antel Spa	7829 Makati Avenue corner Valdez St Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5662	121.029		
747	Lyceum Intramuros	465 Muralla corner Real St Intramuros Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	INTRAMUROS	14.5913	120.978		
736	F. Tanedo 1	F Tanedo St San Nicolas Tarlac City	923	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4959	120.596		
737	San Roque Tarlac	Brgy San Roque Tarlac Tarlac City	925	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.484	120.591		
753	F Tanedo 2	F. Tanedo St Tarlac City	925	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4871	120.59		
694	Pili (Lucky 9)	Pili		REGION V (Bicol Region)	CAMARINES SUR	PILI (Capital)	13.5539	123.275		
754	Mines View Plaza	"Outlook Drive, Mines View Park, Baguio City"	943	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4194	120.627		
756	Paramount	"135 West Ave. near Edsa, Quezon City"	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.655	121.03		
712	Cardinal	"Medical Arts Bldg., Cardinal Santos Medical Ctr."	2637383	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	15.0065	121.082		
742	Gastambide	621-629 Dormitory Gastambide Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6029	120.991		
744	F. Manalo	F Blumentritt cor F Manalo San Juan City	6552245	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	15.0087	121.075		
750	Mabini Soldado	A Mabini St cor Soldado St Ermita Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5744	120.983		
752	Bustos	Brgy. Poblacion Bustos Bulacan	925	REGION III (Central Luzon)	BULACAN	BUSTOS	14.9548	120.915		
755	Sunshine Plaza	"Sunshine Boulevard Plaza Quezon Ave, Quezon City"	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.6377	121.028		
758	Dalandanan	Brgy Dalandanan Lazaro St McArthur Valenzuela City	932	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.7078	120.959		
722	Alimall 2	Alimall 2	4418336	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.619	121.057		
767	Caleb	Address	943	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0457	120.359		
785	Yacht Club Total	"Rizal Highway, Subic Bay Freeport Zone"	2502258	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8236	120.287		
759	CDC Clark	Aguinaldo Avenue Quirino St Clark Freeport Zone	4993071	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1404	120.596		
627	BSA Tower	No. 108 Legaspi Street Legaspi Village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5536	121.021		
768	Navotas	M Naval St C4 Road Bagumbayan North Navotas City	933	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6522	120.95		
769	San Fernando 3	Gen Hizon Ave San Fernando Pampanga	998	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0258	120.695		
783	Divine Mercy	Marilao Muzon Road brgy Sta Rosa I Marilao Bulacan	906	REGION III (Central Luzon)	BULACAN	MARILAO	14.779	120.974		
789	CALTEX BSU	Caltex Gas Station Bgy Guinhawa Malolos Bulacan	7945962	REGION III (Central Luzon)	BULACAN	CITY OF MALOLOS (Capital)	14.8564	120.813		
746	General Luna Baguio	General Luna St Baguio City Benguet	923	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4147	120.597		
757	Naga 3	Panganiban Drive Brgy San Francisco Naga City		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.623	123.187		
760	Comembo	Gf Unit C Comembo Commercial Complex Makati City	6978414	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5479	121.063		
773	Raon	Quezon Blvd cor Gonzalo Puyat Raon Quiapo Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	QUIAPO	14.6008	120.984		
777	P Guevarra	Santolan Road P Guevarra San Juan City	3859052	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.6049	121.033		
780	Pulang Lupa Dos	Naga Road Joseph Ave Pulang Lupa Dos Las Pinas		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF LAS PIãAS	14.4611	120.986		
703	Mckinley Hill 1820	Upper mckinley road mckinley hills taguig city		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5355	121.047		
764	CARLUYAN N. U.	MF Jhocson St Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6038	120.995		
765	Zobel Roxas	1289 Zobel Roxas Ave Malate Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5744	121.012		
770	Manila City Hall	Godino Tower 350 A Villegas St Ermita Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5894	120.982		
791	Imus 4	Buhay na Tubig Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.4041	120.951		
795	BF Resort II	Bf Resort Village Las Pinas City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF LAS PIãAS	14.4376	120.991		
799	Dona Aurora (Milan Residences)	16 Plaridel St cor e Jacinto St Quezon City	2638471	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6145	121.01		
801	Riverbanks	A Bonifacio St Brgy Barangka Marikina City	3859639	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.633	121.082		
802	Market Avenue	Market Avenue cor MH Del Pilar Pasig City	6420341	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5635	121.085		
804	Amorsolo	146 Amorsolo St Legaspi Village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5548	121.015		
806	Villaflor	National Road Poblacion Dagupan City Pangasinan	922	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0371	120.347		
808	Binmaley	Poblacion Binmaley Pangasinan	923	REGION I (Ilocos Region)	PANGASINAN	BINMALEY	16.0276	120.269		
749	Two E-Com Center	Ocean Drive Mall of Asia Complex Pasay City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5351	120.982		
751	Emar Suites	409 Shaw Boulevard Mandaluyong City	6546489	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.59	121.039		
762	Supercenter	GF Supercenter Araneta Center Quezon City	915	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6212	121.055		
772	Tanay 2	Ft Catapusan St Plaza Aldea Tanay Rizal	6973426	REGION IV-A (CALABARZON)	RIZAL	TANAY	14.4947	121.29		
775	Cabanatuan 4	Maharlika Highway Cabanatuan City	998		NUEVA ECIJA	CABANATUAN CITY	15.4699	120.955		
779	Sta Quiteria (Guilalas Property)	Sta Quiteria Caloocan City	2938577	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6811	121.01		
788	SLU Baguio	A Bonifacio Ave Baguio City	4422645	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4195	120.597		
778	Expo Cubao	Edsa Cubao Quezon City		NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6184	121.052		
781	Kingsville	94 Marcos Highway Mayamot Antipolo City	6546851	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.624	121.118		
782	Pritil	1688 J Luna St Barangay 61 Zone 5 Tondo Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	TONDO I / II	14.6082	120.97		
784	Teresa	Magsaysay Ave Brgy San Gabriel Teresa Rizal	943	REGION IV-A (CALABARZON)	RIZAL	TERESA	14.5583	121.211		
828	Bay	Brgy Dila Bay Laguna		REGION IV-A (CALABARZON)	LAGUNA	BAY	14.1719	121.292		
830	Total Cut-cut	Rizal St cor Friendship Hiway Angeles Pampanga	932	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1295	120.576		
831	Marcos Highway	Marcos Highway Brgy Bakakeng Baguio City	943	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.3967	120.582		
651	Total Balanga	National Road Calero St Brgy Ibayo Batangas Bataan	2370030	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.6863	120.539		
720	El Jardin de Presidente	Sgt Esguerra St Quezon City	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6292	121.034		
807	Urdaneta 3	Mcarthur Highway Urdaneta City Pangasinan	922	REGION I (Ilocos Region)	PANGASINAN	CITY OF URDANETA	15.9723	120.571		
838	Mariveles	Lakandula St P Burgos Poblacion Mariveles Bataan	9357538	REGION III (Central Luzon)	BATAAN	MARIVELES	14.4342	120.486		
842	Naguillan Poblacion	Naguillan Road cor Rimando St Naguillan La Union	920	REGION I (Ilocos Region)	LA UNION	NAGUILIAN	16.53	120.393		
786	BF Homes 3	Bf Homes Aguirre Ave cor Elizalde Paranaque City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.45	121.018		
794	Bagtikan	Bagtikan St San Antonio Village Makati city		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5623	121.011		
797	Old Balara	986 Tandang Sora Ave Brgy Old Balara Quezon City	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6642	121.068		
805	East Avenue	NCPH Bldg Eastv Ave cor EDSA Pinyahan Quezon City	4359364	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6332	121.045		
817	Malinta 3	6 Gov Santiago St Malinta Valenzuela City	942	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.6927	120.964		
818	Lucban 2	Brgy Tinamnam Lucban Quezon		REGION IV-A (CALABARZON)	QUEZON	LUCBAN	13.9824	121.328		
836	Torre Venecia	Timog Avenue cor Scout Santiago St Quezon City	3814091	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6359	121.028		
776	CBD Hotel (Naga Terminal)	Gf Cbd II Hotel Brgy Triangulo Naga City		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.6193	123.189		
790	Sta Cruz 2	Sitio Sampaguita Brgy Bubukal Sta Cruz Laguna		REGION IV-A (CALABARZON)	LAGUNA	SANTA CRUZ (Capital)	14.2618	121.404		
813	Caltex Binan	A Mabini Road Bgry San Antonio Binan Laguna		REGION IV-A (CALABARZON)	LAGUNA	BIãAN	14.3349	121.088		
814	Lian Batangas	JP Rizal St cor Kapitan Isko St Lian Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIAN	14.0394	120.652		
824	St Aquinas Sto Tomas	Sto Tomas Batangas		REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.1081	121.141		
825	Lucena 3	Quezon Avenue Lucena City		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.947	121.586		
827	Tagaytay City Market	Sta Rosa Road Brgy San Francisco Tagaytay City		REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.127	120.981		
