store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude
948	Escario	N Escario Brgy Kamputhaw Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3174	123.894
950	Bigfoot	Bigfoot Center F Ramos St Cogon Central Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3065	123.897
834	Remington hotel	Ground Floor Shop 2, Remington Hotel, Newport City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5179	121.019
850	Airport Road 2	Roxas Boulevard Airport Road Baclaran Para?aque		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5271	120.994
900	Catanauan	Poblacion 10 Catanauan Quezon		REGION IV-A (CALABARZON)	QUEZON	CATANAUAN	13.5948	122.323
909	Plaza 66	Plaza 66 New Port City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5245	121.013
913	Pagsawitan	Brgy Pagsawitan Sta Cruz Laguna		REGION IV-A (CALABARZON)	LAGUNA	SANTA CRUZ (Capital)	14.2683	121.427
915	Alaminos Laguna	Del Pilar st Alaminos Laguna		REGION IV-A (CALABARZON)	LAGUNA	ALAMINOS	14.0654	121.247
920	Malvar Poblacion	Poblacion Malvar Batangas		REGION IV-A (CALABARZON)	BATANGAS	MALVAR	14.045	121.158
937	VRP Sierra Madre	Sierra Madre  Brgy Highway Hills Mandaluyong City	5702528	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.577	121.05
938	Ibaan	J Pastor st Ibaan Batangas		REGION IV-A (CALABARZON)	BATANGAS	IBAAN	13.8179	121.134
940	RADA	GF HRC Center 104Rada St Legaspi Village Makati		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5545	121.018
989	Caltex Mango Ave.	Caltex mango Ave.		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3102	123.895
990	Banilad	Banilad		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3431	123.913
991	Caltex-NRA	Caltex North Reclamation Area		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.317	123.93
870	Soho Central	Green Field District Mandaluyong City	3837245	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5793	121.055
922	Angono Medics	Quezon Ave.Highway Brgy San Isidro Angono Rizal	0922	REGION IV-A (CALABARZON)	RIZAL	ANGONO	14.5313	121.153
930	Caltex Sto. Tomas	Maharlika Highway  San Antonio Sto Tomas Batangas		REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.109	121.147
32	Maypajo	J.P. Rizal Cor. Mabini St. Maypajo, Caloocan City	2889890	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6379	120.976
798	C5 Damayan	Blk.51 Lot 8 Phase 2 brgy Pinagsam aTaguig City		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5265	121.056
800	UST Campus	University of Santo Tomas Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6105	120.991
854	Naga 4	Liboton St. cor Jacob St. Naga City Camarines Sur		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.634	123.19
873	Lipa Cathedral	San Sebastian Cathedral Lipa City		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9407	121.164
905	Harbor Point	Harbor Point Rizal Highway subic BayFreeport Zone	0932	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8245	120.279
910	500 Shaw Zentrum	Shaw blvd. cor. S. Laurel Mandaluyong	0933	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5881	121.044
911	Balayan 2	Antorcha St cor Paz St Balayan Batangas		REGION IV-A (CALABARZON)	BATANGAS	BALAYAN	13.9394	120.731
924	Tawilisan	Brgy Bihis Tawilisan Taal Batangas		REGION IV-A (CALABARZON)	BATANGAS	TAAL	13.8943	120.93
929	Calauan	Brgy Kanluran Calauan Laguna		REGION IV-A (CALABARZON)	LAGUNA	CALAUAN	14.1503	121.318
941	Sariaya 2	Maharlika Highway Brsy Santo Cristo Sariaya		REGION IV-A (CALABARZON)	QUEZON	SARIAYA	13.9323	121.483
951	San Agustin	Brgy San Agustin Sto Tomas Batangas		REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.0661	121.144
953	San Jose Batangas	Brgy Taysan San Jose Batangas		REGION IV-A (CALABARZON)	BATANGAS	SAN JOSE	13.8784	121.104
963	Bayani Road	Bayani road cor Diego Silang Taguig Cuty		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5256	121.043
966	Yellow Building	south satation Alabang muntinlupa		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.4207	121.043
968	Tagudin	Barangay Rizal Tagudin Ilocos Sur	0943	REGION I (Ilocos Region)	ILOCOS SUR	TAGUDIN	16.9343	120.445
976	San Vicente	Brgy Banay-banay Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9326	121.115
977	Pansol 2	National Highway Bagong Kalsada Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.173	121.2
998	Mambog	New Molino Blvd Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4235	120.965
1006	Caltex Basak	MC Briones Street Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3365	123.942
1007	Caltex Labogon	Carvelco Canteen North Reclamation Area. Mandaue		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3466	123.948
952	Montalban Burgos	JP rizal cor. Montana  Brgy Burgos Montalban Rizal	0932	REGION IV-A (CALABARZON)	RIZAL	RODRIGUEZ (MONTALBAN)	14.7151	121.136
962	Masapang	National Highway Brgy Masapang Victoria Laguna		REGION IV-A (CALABARZON)	LAGUNA	VICTORIA	14.194	121.34
965	Siniloan	L De Leon St Brgy Acevida Siniloan Laguna		REGION IV-A (CALABARZON)	LAGUNA	SINILOAN	14.4156	121.447
971	Pila Poblacion	Rizal St Sta Clara Sur Pila Laguna		REGION IV-A (CALABARZON)	LAGUNA	PILA	14.2066	121.328
981	LB Square	Lopez drive Batong Malake Los Ba?os Laguna		REGION IV-A (CALABARZON)	LAGUNA	LOS BA?OS	14.1588	121.231
919	San Felipe	Poblacion San Felipe Zambales	0942	REGION III (Central Luzon)	ZAMBALES	SAN FELIPE	15.0659	120.068
926	Sangley Point	Dra. Salamanca St. Sangley Point Cavite City		REGION IV-A (CALABARZON)	CAVITE	CAVITE CITY	14.4899	120.903
945	CSPC Naga	Camarines Sur Naga Campus		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.6311	123.192
954	Matatalaib	Sitio Buno, Matatalaib Tarlac City	0933	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4977	120.601
955	Victoria	Tarlac Victoria Highway, Victoria Tarlac	0932	REGION III (Central Luzon)	TARLAC	VICTORIA	15.577	120.683
957	Bamban	McArthur Highway Bamban Crossing Bamban Tarlac	0943	REGION III (Central Luzon)	TARLAC	BAMBAN	15.2727	120.57
961	La Paz	Concepcion Road Brgy San Isidro La Paz Tarlac	0932	REGION III (Central Luzon)	TARLAC	LA PAZ	15.443	120.729
978	NAIC 2	A.Soriano Highway Naic Cavite		REGION IV-A (CALABARZON)	CAVITE	NAIC	14.3267	120.775
993	San Felix	Sto Tomas Batangas		REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.0775	121.144
1016	Clark ODE County	C M recto Highway Clark Freeport Zone Pampanga	0947	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1953	120.534
1017	World Citi	Aurora Blvd Cubao Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6273	121.063
1008	Alangilan	Brgy Alangilan Batangas City		REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	13.788	121.069
1010	Masinloc	National Hi-way Masinloc Poblacion Zambales	0922	REGION III (Central Luzon)	ZAMBALES	MASINLOC	15.5387	119.95
1009	Lyceum Alabang	Lyceum Alabang Brgy Tunasan Muntinlupa City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.3733	121.048
1003	Tiaong 3	National Highway Lusacan Tiaong Quezon Province		REGION IV-A (CALABARZON)	QUEZON	TIAONG	13.9528	121.344
1002	San Roque	Sumulong Highway Brgy San roque Antipolo City	0922	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.583	121.169
1034	Calamba 6	Brgy Parian cor Lawa Road Calamba City Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2023	121.147
1038	Total Lucena	National Highway Lucena City Quezon Province		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9413	121.624
1014	RCEE Dorm	Bacalso Ave Brgy Duljo Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2941	123.882
1013	Batac City Proper	Batac College  Batac City Ilocos Norte	0933	REGION I (Ilocos Region)	ILOCOS NORTE	CITY OF BATAC	18.0554	120.565
1012	Sta. Rosa 3	F reyes St Balibago Sta Rosa Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2927	121.1
904	Langkaan	cor langkaan drive Langkaan Dasmari?as Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARI?AS	14.294	120.939
928	Arayat Pampanga	Mangga cacutud Road arayat Pampanga	0998	REGION III (Central Luzon)	PAMPANGA	ARAYAT	15.1489	120.762
916	GMA 2	Congressional Ave Poblacion GMA Cavite		REGION IV-A (CALABARZON)	CAVITE	GEN. MARIANO ALVAREZ	14.3027	121.012
1019	Cabuyao 3	Brgy. Banay Banay Cabuyao Laguna		REGION IV-A (CALABARZON)	LAGUNA	CABUYAO	14.2561	121.128
1018	ABC Building	Vinzon Avenue Daet Camarines Norte		REGION V (Bicol Region)	CAMARINES NORTE	DAET (Capital)	14.1239	122.943
1020	St. Louis College	Mc Arthur Highway San Fernando La-Union	09420000	REGION I (Ilocos Region)	LA UNION	CITY OF SAN FERNANDO (Capital)	16.6363	120.312
1021	Talamban Crossing	M Cuenco Ave M L Quezon St Talamban Cebu		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3603	123.915
1022	Colon	Colon Street corner Palaez St Downtown Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2968	123.899
1023	Cab Central Terminal	Circumferential Road Cabanatuan City Nueva Ecija			NUEVA ECIJA	CABANATUAN CITY	15.4721	120.969
1025	Vigan Landmark	Vigan Landmark Building  Jose singson Vigan City	092500	REGION I (Ilocos Region)	ILOCOS SUR	CITY OF VIGAN (Capital)	17.5686	120.386
1026	Sumacab Este	Maharlika   Sumacab Este Cabanatuan Nueva Ecija	0912	REGION III (Central Luzon)	NUEVA ECIJA	CABANATUAN CITY	15.4443	120.944
1027	Candon City Poblacion	Ilocos Sur Samonte Road Candon City Ilocos Sur	0933	REGION I (Ilocos Region)	ILOCOS SUR	CITY OF CANDON	17.1925	120.447
1028	Caltex Bacalso	N Bacalso St Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2989	123.894
1029	Caltex Tipolo	MC Briones St Tipolo Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3297	123.933
1030	Caltex Plaridel Cebu	Plaridel St Brgy Alang-Alang Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3351	123.951
1031	Sta. Rosa 4	Brgy Kanluran Sta Rosa Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.3136	121.112
1032	San Pablo Palengke	Lopez Jaena St cor Regidor St San Pablo Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.069	121.323
1033	San Isidro N.E	Poblacion San Isidro Nueva Ecija	0923		NUEVA ECIJA	SAN ISIDRO	15.3091	120.907
1035	Canlubang	Kapayapaan Vill. Canlubang Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2078	121.099
1036	Sta.Rosa 5	Amihan Subd. Tagapo Sta Rosa Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.3176	121.106
1037	Brixton D'Ace Plaza	United Ave cor Brixton St Pioneer Pasig City	6544352	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5735	121.059
1039	Bangar	National highway Poblacion La-Union	0932		LA UNION	BANGAR	16.8938	120.424
1041	Pureza 2	350 Pureza St Sta Mesa Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6005	121.005
1042	Espeleta	Avenida Rizal St Espeleta Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.3962	120.968
1043	New York Residences	901 Leon Guinto St cor Estrada St Malate		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5648	120.995
1044	Liliw Poblacion	Gat Tayaw St Liliw Laguna		REGION IV-A (CALABARZON)	LAGUNA	LILIW	14.1347	121.42
1045	Mactan Newtown	GF Retail 2 The Mactan Ocean Town Lapu Lapu City		REGION VII (Central Visayas)	CEBU	LAPU-LAPU CITY	10.3078	124.012
1046	Shangri-La Plaza	EDSA  Shaw Boulevard Mandaluyong City	4752503	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5806	121.055
1048	Conchita Building	Conchita Bldg 311 Jones Ave Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3053	123.895
1049	Island Souvenir Magellan's Cross	Islands Sinulog Square Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2936	123.903
1050	U.V Main	Brgy Parian Colon St Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2978	123.901
1051	California Village	Katipunan St California  San Bartolome Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.7046	121.022
1052	Canlubang Exit	National Highway Brgy Mayapa Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2117	121.128
1053	Pabalan	Pabalan St Calamba City Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2114	121.165
1054	Grotto Vista	Tungkong Mangga Road Graceville Tungko  Bulacan	0933	REGION III (Central Luzon)	BULACAN	SANTA MARIA	14.814	121.045
1055	Culiat	Tandang Sora  San Ponciano St Culiat Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6678	121.056
1056	Calaca	Brgy Poblacion Calaca Batangas		REGION IV-A (CALABARZON)	BATANGAS	CALACA	13.9335	120.814
1057	AMC	Rizal  Burgos St San Nicolas Angeles City Pampanga	0933	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1409	120.589
906	Aseana One	Aseana One BRADCO Ave Para?aque		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5295	120.989
918	Molino 6	Molino Road Molino 1 Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR		
927	Dasma 4	Brgy San Juan Dasmari?as Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARI?AS	14.3403	120.949
959	Jaen	San Isidro Jaen Road Jaen Nueva Ecija	092		NUEVA ECIJA	JAEN	15.3388	120.912
988	Ongpin	1043 Ongpin St cor Gonzalo Puyat Manila City		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SANTA CRUZ	14.6007	120.98
994	St. Theresa	101 F Aboitiz Street Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3127	123.896
939	Samal Bataan	Brgy Poblacion Samal Bataan	0923	REGION III (Central Luzon)	BATAAN	SAMAL	14.7682	120.54
982	RM Olongapo	RM centerpoint Bldg  Magsaysay Drive Olongapo City	2221424	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8308	120.281
995	Pines City	Manuel Quezon Extension Antipolo City	0932	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.5668	121.181
943	Daet	Pimentel Ave cor JP Rizal St Daet Camarines Norte		REGION V (Bicol Region)	CAMARINES NORTE	DAET (Capital)	14.1129	122.956
987	Manila Cathedral	GF Ferlaw Building Cabildo St Intramuros Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	INTRAMUROS	14.591	120.974
969	Entec Bldg.	Don Juan Nepomuceno Ave Angeles Pampanga	4580983	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1352	120.587
983	Bonifacio Technology Center (BTC)	Bonifacio Technology Cente rGlobal City Taguig		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5546	121.045
986	San Sebastian College	Mendiola Square 2144-46 Claro M.Recto Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6004	120.991
1058	Silang	M H Del Pilar St Poblacion Silang Cavite		REGION IV-A (CALABARZON)	CAVITE	SILANG	14.2237	120.973
1064	West Lake Med	National Highway Brgy Nueva San Pedro Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.347	121.066
1065	Caltex EDSA-Pasay	Edsa Dela Cruz St Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5468	121.007
1080	CPI Soldier's Hill	National Highway  Soldiers Hills Muntinlupa City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.3982	121.046
974	Splendor Place	Splendor Place J Nakpil St Bocobo St Malate Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5716	120.986
1060	J. Center Mall	Center Mall A S Fortuna Brgy Bakilid Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3351	123.934
1066	Caltex Mindanao Ave.	Mindanao Ave Bahay Toro Quezon City	9275853	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6688	121.033
1068	Caltex FTI-E Service Road	FTI Taguig		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.507	121.036
1072	Rainforest	f Cabahug Ayala Access Road Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3266	123.916
880	Alfonso	Mabini St Poblacion ll Alfonso Cavite		REGION IV-A (CALABARZON)	CAVITE	ALFONSO	14.1393	120.855
980	Legazpi 1	Lapu Lapu St cor Quezon Ave Legaspi City		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.1465	123.754
973	LP District Hospital	Cera Ave Brgy Pulang Lupa Las Pi?as City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4714	120.974
871	Almanza Uno	481 Real St Almanza 1 Las Pi?as City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4349	121.011
970	Orani Rural Bank	Poblacion Brgy Centro 1 Orani Bataan	6350611	REGION III (Central Luzon)	BATAAN	ORANI	14.8009	120.536
1062	Gerona Poblacion	McArthur Highway Brgy Poblacion Gerona Tarlac	0923	REGION III (Central Luzon)	TARLAC	GERONA	15.6063	120.598
984	Merge Point C-Store	National Highway Vigan Junction Bantay Ilocos Sur	0925	REGION I (Ilocos Region)	ILOCOS SUR	BANTAY	17.5805	120.392
1094	Calyx Building	Calyx Centre Cebu IT park Lahug Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3283	123.905
1084	San Matias	McArthur Hi way San Matias Sto Tomas Pampanga		REGION III (Central Luzon)	PAMPANGA	SANTO TOMAS	15.0081	120.715
1082	Calumpit	Brgy Bulangao Calumpit Bulacan	2025715	REGION III (Central Luzon)	BULACAN	CALUMPIT	14.9152	120.766
1087	Legazpi 2	Rizal Street Brgy Ems Barrio Legazpi City		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.1439	123.726
1091	CPI Guagua	GSO Road cor San Matias Guagua Pampanga	0923	REGION III (Central Luzon)	PAMPANGA	GUAGUA	14.9645	120.632
1098	Angat Bulacan	Fernando Street Angat Bulacan	7970328	REGION III (Central Luzon)	BULACAN	ANGAT	14.9272	121.029
1111	Two Sanparq	San Antonio  Mandalagan Bacolod City		REGION VII (Central Visayas)			10.6941	122.96
996	Caltex Pagbilao	Brgy Bukal Poblacion Pagbilao Quezon		REGION IV-A (CALABARZON)	QUEZON	PAGBILAO	13.9711	121.681
1088	Mataas na Kahoy	Brgy Poblacion Mataas na kahoy Batangas		REGION IV-A (CALABARZON)	BATANGAS	MATAASNAKAHOY	13.9577	121.113
1061	Kingspoint (Sauyo)	Kingspoint St cor Quirino Highway Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6931	121.03
1063	Cuyapo	Quezon Ave Poblacion Cuyapo NuevaEcija			NUEVA ECIJA	CUYAPO	15.7784	120.665
1067	Caltex Shaw Pioneer	Pioneer Shaw Blvd Mandaluyong City	7949133	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5759	121.059
1069	Montillano 1	Montillano cor. Ilaya Brgy Alabang Muntinlupa		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.419	121.05
1070	Sta. Rita Guiguinto	McArthur Highway Sta Rita Guiguinto Bulacan	0943	REGION III (Central Luzon)	BULACAN	GUIGUINTO	14.8542	120.861
1071	Saver's Plaza	Basak Maragondon Road Mactan Lapu Lapu		REGION VII (Central Visayas)	CEBU	LAPU-LAPU CITY	10.2839	123.97
1073	MSI Lapu-Lapu	MSI Building Lopez Jaena St Upon Lapu Lapu City		REGION VII (Central Visayas)	CEBU	LAPU-LAPU CITY	10.3111	123.949
1074	New Sacred Heart Pharmacy	Rodriguez St Brgy Sambang 2 Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3091	123.892
1076	Fortunata	Located at Dr A Santos Ave Sucat Para?aque		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4712	121.008
1085	USC Main	Jonquera Street Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3019	123.898
1090	Imus 5	Pasong Buaya 2 Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.3919	120.968
1105	Sabang	Don P Campos Ave Brgy Sabang Dasmari?as Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARI?AS	14.3545	120.924
1115	Sto. Domingo Ilocos Sur	Maharlika Highway Sto Domingo Ilocos Sur	0925	REGION I (Ilocos Region)	ILOCOS SUR	SANTO DOMINGO	17.6395	120.41
1143	Apple One	Biliran Road Ayala Business Park Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3185	123.907
1114	Sta. Cruz, Ilocos Sur	National Highway Sta Cruz Ilocos Sur	0925	REGION I (Ilocos Region)	ILOCOS SUR	SANTA CRUZ	17.081	120.457
936	Pilar Bataan	Road Panilao Pilar Bataan	0932	REGION III (Central Luzon)	BATAAN	PILAR	14.6681	120.552
956	Candaba	Tarlac Victoria Highway Victoria Tarlac	0925	REGION III (Central Luzon)	PAMPANGA	CANDABA	15.0928	120.828
1059	San Mateo 2	Gen Luna Ave Brgy Ampid San Mateo Rizal	0942	REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	14.6829	121.115
1083	New Era	Central Ave New Era Quezon City	9215974	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.662	121.059
1092	Cabuyao 4	Brgy Pulo Cabuyao Laguna		REGION IV-A (CALABARZON)	LAGUNA	CABUYAO	14.2462	121.129
1093	Victoria Laguna	Brgy Nanyaha Poblacion Victoria Laguna		REGION IV-A (CALABARZON)	LAGUNA	VICTORIA	14.228	121.328
1096	Libertad Aurora	Antonio Arnaiz cor Aurora St Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5484	121.004
1099	Vermont	Marcos Highway Brgy Mayamot Antipolo City	5146318	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.6238	121.116
1103	Bacoor 3	Aguinaldo Highway Niog Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4553	120.958
1107	Karangalan	F P Felix Ave Karangalan Village Cainta Rizal	8817447	REGION IV-A (CALABARZON)	RIZAL	CAINTA	14.6104	121.104
1120	San Luis Batangas	National Road at Brgy Muzon San Luis Batangas		REGION IV-A (CALABARZON)	BATANGAS	SAN LUIS	13.8561	120.988
1124	Mabiga Mabalacat	Mac Arthur Highway Mabiga Mabalacat Pampanga	0930	REGION III (Central Luzon)	PAMPANGA	MABALACAT	15.201	120.581
1127	USJR Basak	cebu south Road Brgy Basak Pardo Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2878	123.863
1134	Lipa City Hall	Brgy Maraouy Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9575	121.166
1144	Laoag U-belt	San Pedro Laoag City Ilocos Norte	0922	REGION I (Ilocos Region)	ILOCOS NORTE	LAOAG CITY (Capital)	18.2037	120.591
1102	Concepcion Malabon	Gen Luna St Concepcion Uno Malabon	7097243	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF MALABON	14.6681	120.948
1157	Plaza Borromeo	Borromeo lV p Lopez St Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2948	123.898
1183	Bacolod Capitol	Building Lacson St Bacolod City Negros Occidental		REGION VII (Central Visayas)			10.6759	122.953
1187	Gen. Trias	Commercial Complex Manggahan Gen Trias Cavite		REGION IV-A (CALABARZON)	CAVITE	GENERAL TRIAS	14.2919	120.911
1140	Regalado Hive	Regalado Hive Regalado Avenue Fairview Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6995	121.068
1197	Silay	Rizal St Silay City Negros Occidental		REGION VII (Central Visayas)			10.7989	122.976
1219	Pan-Asiatic	Bacolod City Negros Occidental		REGION VII (Central Visayas)			10.662	122.966
1079	Mabini Batangas	Poblacion Mabini Batangas		REGION IV-A (CALABARZON)	BATANGAS	MABINI	13.749	120.941
1104	Lucena 5	ML Tagarao St cor Abellariosa St Lucena City		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9369	121.611
1125	Sto. Tomas	Brgy San Pedro Sto Tomas Batangas		REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.0857	121.178
1129	Lumban	Zamora St Lumban Laguna		REGION IV-A (CALABARZON)	LAGUNA	LUMBAN	14.2924	121.461
1133	Malagasang	Malagasang Road Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.3743	120.929
1135	Caluag Poblacion	Jose Rizal St cor Arguelles St Caluag Quezon		REGION IV-A (CALABARZON)	QUEZON	CALAUAG	13.9574	122.289
1137	Cintiley Residences	Jose Abad Santos Tondo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	TONDO I / II	14.6081	120.976
1147	St. Joseph	Brgy East BajacBajac Olongapo City	2222364	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8379	120.285
1145	Caloocan HS	West Macario Asistio Ave Grace Park Caloocan City	0998	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6517	120.98
1152	SWU	Brgy Sambag Aznar St Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3029	123.89
1131	Bulakan,Bulacan	Brgy San Jose Poblacion Bulakan Bulacan	0925	REGION III (Central Luzon)	BULACAN	BULACAN	14.7945	120.88
